"competitie_naam","seizoen","genre","poule_naam","divisie","datum","tijd","sporthal","plaats_sporthal","thuisteam","thuisclub","plaats_thuisclub","uitteam","uitclub","plaats_uitclub","scheids1_hashed","scheids2_hashed","thuisscore","uitscore"
"Dames Floorball Competitie","2010","competitie","1e divisie voorronde","1","2010-09-25","14:15:00","Sportcentrum Universiteit Twente","Enschede","Messed Up","Messed Up","Enschede","Hot Shots Nijmegen 1","SUFV Hot Shots Nijmegen","Nijmegen","c9725eee9c6751199b016a0f464ee4b3","f4ab13670c2201ef9bdefa0362f052e7","1","8"
"Dames Floorball Competitie","2010","competitie","1e divisie voorronde","1","2010-09-25","17:45:00","Sportcentrum Universiteit Twente","Enschede","Hot Shots Nijmegen 2","SUFV Hot Shots Nijmegen","Nijmegen","UFC Utrecht 2","UFC Utrecht","Utrecht","ff6c0a290b7ebae41b211630d273b935","1181f9ff581f47ebcd66a48a113c364c","2","3"
"Dames Floorball Competitie","2010","competitie","1e divisie voorronde","1","2010-09-25","14:15:00","Groningen - HIS Groningen","Groningen","UC Face Off","U.C. Face Off","Groningen","UFC Utrecht 1","UFC Utrecht","Utrecht","a86fc0259b7a07b0548b11403f2d6c65","42c95a484c9258b0085025590ce4171c","3","2"
"Dames Floorball Competitie","2010","competitie","1e divisie voorronde","1","2010-09-25","16:00:00","Groningen - HIS Groningen","Groningen","UFC Groningen","UFC Groningen","Groningen","UA Sonics","Sonics","Amersfoort","bc802ff6321cbbd91f6a779c128e384b","2c21fdc2bf2c518734fed1705e1e4ccd","1","3"
"Dames Floorball Competitie","2010","competitie","1e divisie voorronde","1","2010-10-02","11:30:00","Lunetten Sporthal","Utrecht","UFC Utrecht 2","UFC Utrecht","Utrecht","FB Agents","Floorball Agents","Amsterdam","4553a07095c1b2a4945fff7c038652b8","8106a233a9bccaceafa6a609ddc8a59d","2","11"
"Dames Floorball Competitie","2010","competitie","1e divisie voorronde","1","2010-10-02","13:15:00","Lunetten Sporthal","Utrecht","UFC Utrecht 1","UFC Utrecht","Utrecht","Hot Shots Nijmegen 1","SUFV Hot Shots Nijmegen","Nijmegen","d18d24182aa1598ea714358b12a49cb7","7d44fdb4cd369049c23112395b915226","1","3"
"Dames Floorball Competitie","2010","competitie","1e divisie voorronde","1","2010-10-02","16:00:00","Amersfoort - ICOON","Amersfoort (Vathorst)","Hot Shots Nijmegen 2","SUFV Hot Shots Nijmegen","Nijmegen","UC Face Off","U.C. Face Off","Groningen","ef4716885c68bfb9d0193de892537d8c","fa551d0789419295ad22a82cd872cd07","0","10"
"Dames Floorball Competitie","2010","competitie","1e divisie voorronde","1","2010-10-02","17:45:00","Amersfoort - ICOON","Amersfoort (Vathorst)","UA Sonics","Sonics","Amersfoort","Messed Up","Messed Up","Enschede","89ac3fb01c9c9868ac919d1224294434","4f872822235cd482aa202edcd5c94ab2","4","3"
"Dames Floorball Competitie","2010","competitie","1e divisie voorronde","1","2010-10-09","10:45:00","Groningen - sportcentrum RUG & HG (ACLO) dubbel","Groningen","UC Face Off","U.C. Face Off","Groningen","UFC Groningen","UFC Groningen","Groningen","edd96442550c0ce34e0ae5a5f7d65d33","685ffe06078db81b98e0fdaa36460cfb","6","3"
"Dames Floorball Competitie","2010","competitie","1e divisie voorronde","1","2010-10-09","17:45:00","Lunetten Sporthal","Utrecht","UFC Utrecht 1","UFC Utrecht","Utrecht","UFC Utrecht 2","UFC Utrecht","Utrecht","3ac3319d3042e6704211a5cbda7c3d83","f18862cbae5432688c4c7949d51476bf","8","2"
"Dames Floorball Competitie","2010","competitie","1e divisie voorronde","1","2010-10-09","14:15:00","Sportcentrum Universiteit Twente","Enschede","Messed Up","Messed Up","Enschede","Hot Shots Nijmegen 2","SUFV Hot Shots Nijmegen","Nijmegen","999562005ce03452699755f98e4a7c7d","4e76ccb4a608b5fcffe84c6eaec3b321","5","4"
"Dames Floorball Competitie","2010","competitie","1e divisie voorronde","1","2010-10-09","16:00:00","Sportcentrum Universiteit Twente","Enschede","Hot Shots Nijmegen 1","SUFV Hot Shots Nijmegen","Nijmegen","FB Agents","Floorball Agents","Amsterdam","b32fb664a48db2772247d99b1b877809","f7c2c9eb77ce7d0a81deced70a53e9c4","2","14"
"Dames Floorball Competitie","2010","competitie","1e divisie voorronde","1","2010-11-13","15:15:00","Tilburg - Sportcentrum Reeshof","Tilburg","Hot Shots Nijmegen 1","SUFV Hot Shots Nijmegen","Nijmegen","UA Sonics","Sonics","Amersfoort","3ac3319d3042e6704211a5cbda7c3d83","c529f83cb2a5e5c413e281fda484171b","1","5"
"Dames Floorball Competitie","2010","competitie","1e divisie voorronde","1","2010-11-13","17:00:00","Tilburg - Sportcentrum Reeshof","Tilburg","Hot Shots Nijmegen 2","SUFV Hot Shots Nijmegen","Nijmegen","FB Agents","Floorball Agents","Amsterdam","7759438222ea3afbb225315e8649815c","d33ba14dbc58b3924b0db7f1e718ff24","2","17"
"Dames Floorball Competitie","2010","competitie","1e divisie voorronde","1","2010-11-13","10:45:00","Sportcentrum Universiteit Twente","Enschede","Messed Up","Messed Up","Enschede","UFC Utrecht 2","UFC Utrecht","Utrecht","b1d877a26c2d193814d68bbf258dd70d","d7d0e6d32a01e948da43a6e972d2f4c3","6","0"
"Dames Floorball Competitie","2010","competitie","1e divisie voorronde","1","2010-11-13","12:30:00","Lunetten Sporthal","Utrecht","UFC Utrecht 1","UFC Utrecht","Utrecht","UFC Groningen","UFC Groningen","Groningen","fb955a0132f071e1c1cce50a92ab9d3d","93160a909e744239b0cd94401b6dea64","8","3"
"Dames Floorball Competitie","2010","competitie","1e divisie voorronde","1","2010-11-20","16:30:00","Leidschendam - De Fluit","Leidschendam","FB Agents","Floorball Agents","Amsterdam","Messed Up","Messed Up","Enschede","ae4f6115602559222b53072ce0b1d67b","b2e67eadaab94f59f9e1ce954ef5369e","9","0"
"Dames Floorball Competitie","2010","competitie","1e divisie voorronde","1","2010-11-20","16:00:00","Lunetten Sporthal","Utrecht","UFC Utrecht 2","UFC Utrecht","Utrecht","UC Face Off","U.C. Face Off","Groningen","06bd1f981bcec6deb2475c2ee558ba5b","ff743efb856e8dbeb30da69083cdb7b4","2","8"
"Dames Floorball Competitie","2010","competitie","1e divisie voorronde","1","2010-11-20","12:30:00","Amersfoort - ICOON","Amersfoort (Vathorst)","Hot Shots Nijmegen 1","SUFV Hot Shots Nijmegen","Nijmegen","UFC Groningen","UFC Groningen","Groningen","7912c06dd382375ebc41e22eba18e171","5e2176b3aa970e3a944ac7f7cf7f5178","7","1"
"Dames Floorball Competitie","2010","competitie","1e divisie voorronde","1","2010-11-20","14:15:00","Amersfoort - ICOON","Amersfoort (Vathorst)","UA Sonics","Sonics","Amersfoort","Hot Shots Nijmegen 2","SUFV Hot Shots Nijmegen","Nijmegen","4508b704ad17d1be524df2a48b3a3afc","d0e79729d0d63116b6437d57e3b1f5fa","15","1"
"Dames Floorball Competitie","2010","competitie","1e divisie voorronde","1","2010-12-11","10:45:00","Amsterdam - De Pijp","Amsterdam","FB Agents","Floorball Agents","Amsterdam","UFC Groningen","UFC Groningen","Groningen","e2406dc54306bddcb634601200f8fd10","ee366d293b33bcd0a5f4896c0fb9ef24","12","0"
"Dames Floorball Competitie","2010","competitie","1e divisie voorronde","1","2010-12-11","09:45:00","Lunetten Sporthal","Utrecht","UFC Utrecht 1","UFC Utrecht","Utrecht","UA Sonics","Sonics","Amersfoort","7652402bc75dd6aae83926565d619198","ae328dd8832a9397869997825313668a","4","4"
"Dames Floorball Competitie","2010","competitie","1e divisie voorronde","1","2010-12-11","13:15:00","Lunetten Sporthal","Utrecht","UFC Utrecht 2","UFC Utrecht","Utrecht","Hot Shots Nijmegen 1","SUFV Hot Shots Nijmegen","Nijmegen","f7c2c9eb77ce7d0a81deced70a53e9c4","b32fb664a48db2772247d99b1b877809","0","5"
"Dames Floorball Competitie","2010","competitie","1e divisie voorronde","1","2010-12-11","15:00:00","Lunetten Sporthal","Utrecht","UC Face Off","U.C. Face Off","Groningen","Messed Up","Messed Up","Enschede","1f7e0e24db6501a8bd6f9d11c1a84bb4","65fac63b2b8f66675673674a1128a53a","4","0"
"Dames Floorball Competitie","2010","competitie","1e divisie voorronde","1","2011-01-15","10:45:00","Sportcentrum Universiteit Twente","Enschede","Messed Up","Messed Up","Enschede","UFC Utrecht 1","UFC Utrecht","Utrecht","06bd1f981bcec6deb2475c2ee558ba5b","5745302f93fd65efc5959178a5a55f0e","1","3"
"Dames Floorball Competitie","2010","competitie","1e divisie voorronde","1","2011-01-15","12:45:00","Universitair Sportcentrum","Nijmegen","Hot Shots Nijmegen 2","SUFV Hot Shots Nijmegen","Nijmegen","UFC Groningen","UFC Groningen","Groningen","beb489d31ce3439639ccf5b8f5367f8e","a88045820e30e9b2f1e9559b5f735f92","2","6"
"Dames Floorball Competitie","2010","competitie","1e divisie voorronde","1","2011-01-15","14:30:00","Universitair Sportcentrum","Nijmegen","Hot Shots Nijmegen 1","SUFV Hot Shots Nijmegen","Nijmegen","UC Face Off","U.C. Face Off","Groningen","4508b704ad17d1be524df2a48b3a3afc","b5e149b18fcd55c3f55a18b86c6578c0","4","4"
"Dames Floorball Competitie","2010","competitie","1e divisie voorronde","1","2011-01-15","10:45:00","Amersfoort - ICOON","Amersfoort (Vathorst)","UA Sonics","Sonics","Amersfoort","FB Agents","Floorball Agents","Amsterdam","3ac3319d3042e6704211a5cbda7c3d83","f18862cbae5432688c4c7949d51476bf","0","2"
"Dames Floorball Competitie","2010","competitie","1e divisie voorronde","1","2011-01-29","10:45:00","Paperclip","Utrecht","UFC Utrecht 1","UFC Utrecht","Utrecht","FB Agents","Floorball Agents","Amsterdam","89ac3fb01c9c9868ac919d1224294434","4f872822235cd482aa202edcd5c94ab2","1","8"
"Dames Floorball Competitie","2010","competitie","1e divisie voorronde","1","2011-01-29","12:30:00","Paperclip","Utrecht","Hot Shots Nijmegen 1","SUFV Hot Shots Nijmegen","Nijmegen","Hot Shots Nijmegen 2","SUFV Hot Shots Nijmegen","Nijmegen","7d44fdb4cd369049c23112395b915226","e0591c9945234368fbb8a972b55eb0c3","14","3"
"Dames Floorball Competitie","2010","competitie","1e divisie voorronde","1","2011-01-29","14:15:00","Lunetten Sporthal","Utrecht","UFC Utrecht 2","UFC Utrecht","Utrecht","UFC Groningen","UFC Groningen","Groningen","d7d0e6d32a01e948da43a6e972d2f4c3","203a6531f2ea38f37bef001d49d5228a","2","3"
"Dames Floorball Competitie","2010","competitie","1e divisie voorronde","1","2011-01-29","17:45:00","Amersfoort - ICOON","Amersfoort (Vathorst)","UA Sonics","Sonics","Amersfoort","UC Face Off","U.C. Face Off","Groningen","e89c6764cb79f40313364589a5651c40","47d4f1b75fb1cb6b3683ae567090ddad","0","3"
"Dames Floorball Competitie","2010","competitie","1e divisie voorronde","1","2011-02-12","10:45:00","Lunetten Sporthal","Utrecht","UFC Groningen","UFC Groningen","Groningen","Messed Up","Messed Up","Enschede","faf054dd8a2f0698429231110cc4b4b4","ba16900a1c32806d4994c417b27166a3","0","3"
"Dames Floorball Competitie","2010","competitie","1e divisie voorronde","1","2011-02-12","12:30:00","Lunetten Sporthal","Utrecht","UFC Utrecht 1","UFC Utrecht","Utrecht","Hot Shots Nijmegen 2","SUFV Hot Shots Nijmegen","Nijmegen","f7c2c9eb77ce7d0a81deced70a53e9c4","9608e05bbec9f0e5009f1b795f221999","8","0"
"Dames Floorball Competitie","2010","competitie","1e divisie voorronde","1","2011-02-12","14:15:00","Lunetten Sporthal","Utrecht","UFC Utrecht 2","UFC Utrecht","Utrecht","UA Sonics","Sonics","Amersfoort","4f872822235cd482aa202edcd5c94ab2","e2d8264359747bc5b1e54695845adb61","1","5"
"Dames Floorball Competitie","2010","competitie","1e divisie voorronde","1","2011-02-12","11:45:00","Tilburg - Sportcentrum Reeshof","Tilburg","UC Face Off","U.C. Face Off","Groningen","FB Agents","Floorball Agents","Amsterdam","7ac8130b52c6f6ce2b283cf7c0bba49d","8ebc2a80369a88144caefe214a73aed0","3","4"
"Dames Floorball Competitie","2010","competitie","Kampioenspoule","1","2011-03-12","13:15:00","Leidschendam - De Fluit","Leidschendam","FB Agents","Floorball Agents","Amsterdam","UA Sonics","Sonics","Amersfoort","9cf3484ffd5e5dbee9c40946c35594fc","93160a909e744239b0cd94401b6dea64","3","2"
"Dames Floorball Competitie","2010","competitie","Kampioenspoule","1","2011-03-12","16:00:00","Lunetten Sporthal","Utrecht","UFC Utrecht 1","UFC Utrecht","Utrecht","UC Face Off","U.C. Face Off","Groningen","d014313a40f5f929726d26ec44b48b73","0718aa4d3270cb522af971af2905ec0a","1","0"
"Dames Floorball Competitie","2010","competitie","Strijd om plaats 6","1","2011-03-12","16:00:00","Amersfoort - ICOON","Amersfoort (Vathorst)","UFC Groningen","UFC Groningen","Groningen","UFC Utrecht 2","UFC Utrecht","Utrecht","685ffe06078db81b98e0fdaa36460cfb","c42386b84ff1ede5be28aa82d9b5d7dc","3","0"
"Dames Floorball Competitie","2010","competitie","Strijd om plaats 6","1","2011-03-12","17:45:00","Amersfoort - ICOON","Amersfoort (Vathorst)","Hot Shots Nijmegen 2","SUFV Hot Shots Nijmegen","Nijmegen","Messed Up","Messed Up","Enschede","1f7e0e24db6501a8bd6f9d11c1a84bb4","85aaccc96ef773143ff502b277d7e4a6","3","1"
"Dames Floorball Competitie","2010","competitie","Kampioenspoule","1","2011-03-19","17:45:00","Lunetten Sporthal","Utrecht","Hot Shots Nijmegen 1","SUFV Hot Shots Nijmegen","Nijmegen","UFC Utrecht 1","UFC Utrecht","Utrecht","9608e05bbec9f0e5009f1b795f221999","ff6c0a290b7ebae41b211630d273b935","2","2"
"Dames Floorball Competitie","2010","competitie","Strijd om plaats 6","1","2011-03-19","16:00:00","Paperclip","Utrecht","UFC Utrecht 2","UFC Utrecht","Utrecht","Messed Up","Messed Up","Enschede","1ff3afd134bd3d6e814e061fc35a9c7f","fa551d0789419295ad22a82cd872cd07","0","4"
"Dames Floorball Competitie","2010","competitie","Strijd om plaats 6","1","2011-03-19","14:15:00","Groningen - HIS Groningen","Groningen","UFC Groningen","UFC Groningen","Groningen","Hot Shots Nijmegen 2","SUFV Hot Shots Nijmegen","Nijmegen","dbc4fcc4415dee83d7713c375bc0bea5","4042dcba23303ba3849955df5e14c54a","10","0"
"Dames Floorball Competitie","2010","competitie","Kampioenspoule","1","2011-03-19","16:00:00","Groningen - HIS Groningen","Groningen","UC Face Off","U.C. Face Off","Groningen","UA Sonics","Sonics","Amersfoort","56d01f82d5e18271d4509ce89a1f2339","b5e149b18fcd55c3f55a18b86c6578c0","1","0"
"Dames Floorball Competitie","2010","competitie","Kampioenspoule","1","2011-04-02","13:45:00","Tilburg - Sportcentrum Reeshof","Tilburg","FB Agents","Floorball Agents","Amsterdam","Hot Shots Nijmegen 1","SUFV Hot Shots Nijmegen","Nijmegen","923255d8be96824ac3d1c4efe3dafeef","581d3c9fefbf642cbb169505d0e7dc60","2","1"
"Dames Floorball Competitie","2010","competitie","Kampioenspoule","1","2011-04-02","17:15:00","Tilburg - Sportcentrum Reeshof","Tilburg","UA Sonics","Sonics","Amersfoort","UFC Utrecht 1","UFC Utrecht","Utrecht","f4a29fda5ec9060b7deeaa08a67af3b0","d9e0377f24f45e4a6bc63d7e3fb2e8ec","3","3"
"Dames Floorball Competitie","2010","competitie","Kampioenspoule","1","2011-04-16","16:00:00","Lunetten Sporthal","Utrecht","FB Agents","Floorball Agents","Amsterdam","UFC Utrecht 1","UFC Utrecht","Utrecht","ae4f6115602559222b53072ce0b1d67b","b2e67eadaab94f59f9e1ce954ef5369e","5","2"
"Dames Floorball Competitie","2010","competitie","Kampioenspoule","1","2011-04-16","14:15:00","Groningen - HIS Groningen","Groningen","UC Face Off","U.C. Face Off","Groningen","Hot Shots Nijmegen 1","SUFV Hot Shots Nijmegen","Nijmegen","923255d8be96824ac3d1c4efe3dafeef","7652402bc75dd6aae83926565d619198","2","3"
"Dames Floorball Competitie","2010","competitie","Kampioenspoule","1","2011-05-14","13:00:00","Amsterdam - Oostenburghal","Amsterdam","UA Sonics","Sonics","Amersfoort","Hot Shots Nijmegen 1","SUFV Hot Shots Nijmegen","Nijmegen","777c5964cb7f316afd8fe2d31efefc19","b122057a3469d35d27c29a861f14c279","3","2"
"Dames Floorball Competitie","2010","competitie","Kampioenspoule","1","2011-05-14","14:45:00","Amsterdam - Oostenburghal","Amsterdam","FB Agents","Floorball Agents","Amsterdam","UC Face Off","U.C. Face Off","Groningen","7ac8130b52c6f6ce2b283cf7c0bba49d","360f2193e9580e7eab1e6a9d88090f9b","1","1"
"Dames Floorball Competitie","2010","competitie","Strijd om plaats 6","1","2011-05-14","10:45:00","Lunetten Sporthal","Utrecht","UFC Utrecht 2","UFC Utrecht","Utrecht","Hot Shots Nijmegen 2","SUFV Hot Shots Nijmegen","Nijmegen","8106a233a9bccaceafa6a609ddc8a59d","fcf16a4ec96ea2a5abdf10b09d02f382","2","3"
"Dames Floorball Competitie","2010","competitie","Strijd om plaats 6","1","2011-05-14","14:15:00","Lunetten Sporthal","Utrecht","Messed Up","Messed Up","Enschede","UFC Groningen","UFC Groningen","Groningen","923255d8be96824ac3d1c4efe3dafeef","230691f9aa772c57a91b2f8580e7e499","5","0"
"Dames NeFUB Cup","2011","beker","NeFUB Cup Kwartfinale","1","2012-01-22","00:00:00","Lunetten Sporthal","Utrecht","UFC Groningen","UFC Groningen","Groningen","UA Sonics 2","Sonics","Amersfoort","47d4f1b75fb1cb6b3683ae567090ddad","47d4f1b75fb1cb6b3683ae567090ddad","0","5"
"Dames NeFUB Cup","2011","beker","NeFUB Cup Kwartfinale","1","2012-04-01","15:30:00","Amersfoort - ICOON","Amersfoort (Vathorst)","UC Face Off","U.C. Face Off","Groningen","UA Sonics 1","Sonics","Amersfoort","7ac8130b52c6f6ce2b283cf7c0bba49d","8a3b8649a8455f91d98ac0f61680e3d6","4","5"
"Dames NeFUB Cup","2011","beker","NeFUB Cup Kwartfinale","1","2012-01-22","09:30:00","Lunetten Sporthal","Utrecht","Floorball Flames","Floorball Flames Nijmegen","Nijmegen","UFC Utrecht","UFC Utrecht","Utrecht","c9725eee9c6751199b016a0f464ee4b3","8f46a42da25674f8c2fa91c6fc9690b2","5","7"
"Dames NeFUB Cup","2011","beker","NeFUB Cup - Halve finale","1","2012-04-14","17:15:00","Lunetten Sporthal","Utrecht","UA Sonics 1","Sonics","Amersfoort","UA Sonics 2","Sonics","Amersfoort","d289671e2b3974a352c2dd1240dc495a","7652402bc75dd6aae83926565d619198","11","0"
"Dames NeFUB Cup","2011","beker","NeFUB Cup - Halve finale","1","2012-04-14","12:15:00","Lunetten Sporthal","Utrecht","FB Agents","Floorball Agents","Amsterdam","UFC Utrecht","UFC Utrecht","Utrecht","eef748f0c9865eda6878af2e450f0315","460b68b981901a99e900833829fb0392","2","3"
"Dames NeFUB Cup","2011","beker","NeFUB cup - Finale","1","2012-05-19","17:00:00","Het Gastland","Rhenen","UA Sonics 1","Sonics","Amersfoort","UFC Utrecht","UFC Utrecht","Utrecht","42c95a484c9258b0085025590ce4171c","782356bc86084494e137781fc42fc97a","6","3"
"Dames Floorball Competitie","2011","competitie","Dames Eredivisie","1","2011-09-24","10:45:00","Lewenborg","Groningen","UC Face Off","U.C. Face Off","Groningen","UA Sonics 2","Sonics","Amersfoort","7adfe943c89dced88eb9264427ee9685","5d30a3eca945d8eb914813f87b2a9689","19","0"
"Dames Floorball Competitie","2011","competitie","Dames Eredivisie","1","2011-09-24","14:15:00","Sportcentrum Universiteit Twente","Enschede","UA Sonics 1","Sonics","Amersfoort","UFC Utrecht 2","UFC Utrecht","Utrecht","41180a1d23116214326e162bd22769e8","52d52761edc9041fc419d4357cb029d0","9","0"
"Dames Floorball Competitie","2011","competitie","Dames Eredivisie","1","2011-09-24","16:00:00","Lewenborg","Groningen","Floorball Flames","Floorball Flames Nijmegen","Nijmegen","UFC Groningen","UFC Groningen","Groningen","e89c6764cb79f40313364589a5651c40","6fbb3f1c65ba230babc3590857f85949","6","4"
"Dames Floorball Competitie","2011","competitie","Dames Eredivisie","1","2011-12-17","13:15:00","Paperclip","Utrecht","UFC Utrecht 1","UFC Utrecht","Utrecht","Messed Up","Messed Up","Enschede","a7f053b419777160f4764865dc8abfbf","c42386b84ff1ede5be28aa82d9b5d7dc","13","1"
"Dames Floorball Competitie","2011","competitie","Dames Eredivisie","1","2011-10-01","12:30:00","Amersfoort - ICOON","Amersfoort (Vathorst)","UA Sonics 1","Sonics","Amersfoort","FB Agents","Floorball Agents","Amsterdam","dc0a68fd3435aa4160c74cc7037a8c1f","203a6531f2ea38f37bef001d49d5228a","7","3"
"Dames Floorball Competitie","2011","competitie","Dames Eredivisie","1","2011-10-01","10:45:00","Amersfoort - ICOON","Amersfoort (Vathorst)","Floorball Flames","Floorball Flames Nijmegen","Nijmegen","UA Sonics 2","Sonics","Amersfoort","a4533cd1c4e13b6f7ad292e6d7abb34a","f8f211d05733c4e0fb5b903eb64f303a","12","0"
"Dames Floorball Competitie","2011","competitie","Dames Eredivisie","1","2011-10-01","14:15:00","Paperclip","Utrecht","UFC Utrecht 1","UFC Utrecht","Utrecht","UFC Utrecht 2","UFC Utrecht","Utrecht","1923d1e60f3d1ac9688e2e898ae49930","719c2ada2361afc2195888e8d4c28ad8","10","1"
"Dames Floorball Competitie","2011","competitie","Dames Eredivisie","1","2012-01-21","14:15:00","Amersfoort - ICOON","Amersfoort (Vathorst)","Messed Up","Messed Up","Enschede","UFC Groningen","UFC Groningen","Groningen","7edfb8ff613fbcf8b6f42084fc836313","7401a4af787e6a1b40ce51c9bf0365db","2","1"
"Dames Floorball Competitie","2011","competitie","Dames Eredivisie","1","2011-10-29","09:45:00","Lewenborg","Groningen","UFC Groningen","UFC Groningen","Groningen","UFC Utrecht 1","UFC Utrecht","Utrecht","beb489d31ce3439639ccf5b8f5367f8e","a88045820e30e9b2f1e9559b5f735f92","1","12"
"Dames Floorball Competitie","2011","competitie","Dames Eredivisie","1","2011-10-29","10:45:00","Amersfoort - ICOON","Amersfoort (Vathorst)","UFC Utrecht 2","UFC Utrecht","Utrecht","Floorball Flames","Floorball Flames Nijmegen","Nijmegen","45c8ca323407bfec8ae496bdc92d1bcb","c6d04c976f8e1379143e735026cd29b4","0","9"
